activiteitnaam;activiteit_postcode;hotelid;percentage_korting
Begijnhuisje;8000;211577;20
Serpentarium;8370;228565;20
FOMU – Fotomuseum Antwerpen;2000;211126;20
Cafetaria De Lenspolder (kinderboerderij);8620;224878;20
Taverne Seastar Terminal;8620;226370;20
Käthe Kollwitz Museum - Fransmansmuseum;8680;224848;20
Provinciaal Groendomein De Averegten;2220;218970;20
Restaurant Caroline;8301;228436;20
Wombat bij Corsendonk De Linde;2470;219319;20
Toerisme Knokke-Heist;8300;223963;20
Maritiem Themapark Seafront;8380;211733;20
De Wereld van Kina: de Tuin;9000;210764;20
Kunsthal Gent (voomalig Caermersklooster);9000;211355;20
Bezoekerscentrum Doornpanne;8670;225823;20
Onze-Lieve-Vrouwekerk;8000;211701;20
Amu;2300;218970;20
Domein Bokrijk;3600;221890;20
Heemkundig Museum Turkeyenhof;8450;229356;20
Toerisme Zonnebeke;8980;224848;20
Toerisme Middelkerke;8430;228269;20
Brouwerij Gulden Spoor;8560;276408;20
Vinto;9770;383439;20
Wombat bij Corsendonk De Linde;2470;219121;20
De Wereld van Kina: de Tuin;9000;261492;20
Provinciaal Domein Sterrebos;8800;225881;20
Kantcentrum;8000;382322;20
Duinpanne;8660;228759;20
Carcasse;8670;222223;20
Westfront;8620;229382;20
Duofiets huren bij de Bottelarij;3832;223296;20
Restaurant De Wintertuin (Kasteel Wurfeld);3680;222743;20
Tearoom Désiré de Lille;2000;356976;20
Groeningemuseum;8000;211575;20
Kazerne Dossin;2800;211185;20
Glacier Vincent;8370;220689;20
strandbuggy's;8400;225718;20
Visit Antwerpen - Centraal Station;2018;211051;20
Tearoom Aan Zee;8660;240756;20
Fort Napoleon;8400;226271;20
Sint-Salvatorskathedraal;8000;211615;20
Tearoom - Eetcafé De Bretoen;8000;211789;20
Toerisme Kasterlee;2460;218973;20
Strandjutter;8300;220363;20
Fort Napoleon;8400;229368;20
Brasserie Carrousel (Hotel Cosmopolite);8620;377927;20
Brasserie Marcel;8370;223202;20
Provinciale Erfgoedsite Ename (Pam Ename);9700;226732;20
Toerisme Sint-Katelijne-Waver;2860;219510;20
Tafel 10;8755;220241;20
Red Star Line Museum;2000;211114;20
Fort van Duffel;2570;218971;20
Toerisme Riemst;3770;226694;20
Sint-Salvatorskathedraal;8000;211789;20
Cafetaria De Lenspolder (kinderboerderij);8620;223485;20
Restaurant Comilfo;8620;229278;20
Zoethout;3830;223634;20
Taverne Seastar Terminal;8620;228366;20
Zuivelmuseum;8370;223168;20
De Wereld van Kina: het Huis;9000;324846;20
Toerisme Tongeren;3700;224075;20
Innesto;3530;261635;20
Cozmix;8200;211594;20
Visit Antwerpen - Centraal Station;2018;383402;20
Carcasse;8670;229377;20
Toerisme Hasselt;3500;225566;20
Restaurant Van Artevelde (NH Gent Belfort);9000;212009;20
Restaurant-Taverne Tijdok;8380;220694;20
Domeinbos Heverleebos + Meerdaalwoud;3050;229471;20
Red Star Line Museum;2000;211425;20
Stadhuis Brugge;8000;211564;20
Tafel 10;8755;325270;20
Fort Napoleon;8400;219885;20
Tearoom Aan Zee;8660;226370;20
Provinciaal Groendomein Prinsenpark;2470;211326;20
Restaurant-Taverne Tijdok;8380;225254;20
Mijnmuseum Beringen;3582;225323;20
Site John McCrae - Essex Farm Cemetery;8900;225008;20
Bistro Vaudeville;8400;228759;20
Taverne On the Beach (Casino Middelkerke);8430;220429;20
Fietsencentrum Mobiel (Handbike);8500;222312;20
Sel Gris;8301;222890;20
Bistro Moby Dick;8400;227447;20
Strandrolstoel;8660;229373;20
Tearoom - Eetcafé De Bretoen;8000;211582;20
Sint-Antoniuskapel - Damiaancrypte;3000;210831;20
(elektrische) Strandjutter;8670;225595;20
Strandjutter;8430;228267;20
Dienst Toerisme Koksijde-Oostduinkerke;8670;228208;20
Basiliek van het Heilig Bloed;8000;211702;20
Tearoom - Eetcafé De Bretoen;8000;211836;20
Maritiem Themapark Seafront;8380;211591;20
Middelheimmuseum;2020;211987;20
Zoo Antwerpen;2018;211072;20
Stadhuis Antwerpen;2000;211845;20
Toerisme Hasselt;3500;219985;20
Strandbuggy en -rolstoel;8400;263796;20
Brasserie Cinq Annoo;8301;220104;20
strandbuggy's;8400;224810;20
Markt;8000;212267;20
FOMU – Fotomuseum Antwerpen;2000;314586;20
Rozentuin Coloma;1600;227930;20
Groeningemuseum;8000;211558;20
Fietsencentrum Mobiel (Handbike);8500;225535;20
Duofiets huren bij de Bottelarij;3832;227174;20
Toerisme Knokke-Heist;8300;224672;20
Grand Café au Lilas Blanc;8301;223883;20
Verhuur handbikes To Walk Again;2200;219285;20
Gruuthusemuseum;8000;211598;20
Bistro Moby Dick;8400;229368;20
Belgische Militaire Begraafplaats Westvleteren;8640;224406;20
Domeinbos Heverleebos + Meerdaalwoud;3050;220650;20
Taverne Seastar Terminal;8620;228098;20
Standbeeld den Uil;2800;211053;20
Museum Sashuis;2830;226416;20
Sint-Niklaaskerk;9000;211133;20
Wielingenbad;8420;228267;20
Provinciaal Domein Sterrebos;8800;219965;20
Toerisme Wetteren - verhuur tandem;9230;225592;20
Cafetaria De Lenspolder (kinderboerderij);8620;224847;20
Hostellerie De Kemmelberg;8956;227273;20
ModeMuseum Antwerpen - MoMu;2000;384265;20
Belfort Brugge;8000;211595;20
Kasteel van Gaasbeek;1750;229359;20
Rubenshuis;2000;357215;20
Zwembad Hoge Blekker;8670;228436;20
Kantcentrum;8000;211561;20
Belgische Militaire Begraafplaats Adinkerke;8660;228426;20
Living Tomorrow;1800;383516;20
Toerisme De Panne;8660;228128;20
Bezoekerscentrum Doornpanne;8670;229391;20
Red Star Line Museum;2000;211217;20
Bezoekerscentrum Dru!f, huis van de tafeldruif;3090;223984;20
Toerisme Malle;2390;219018;20
Jenevermuseum;3500;379597;20
Cozmix;8200;382322;20
Restaurant Blue Lobster;8380;222890;20
Sint-Carolus Borromeuskerk;2000;275410;20
Tyne Cot Cemetery & Memorial;8980;227211;20
Ons Margriet;2800;211952;20
Bezoekerscentrum De Lieteberg;3690;324868;20
Arentshuis;8000;211567;20
Brasserie Marcel;8370;229278;20
Westfront;8620;222223;20
Kantcentrum;8000;211574;20
Polymnia;1850;229198;20
Cuchara;3920;219930;20
Restaurant Aazaert;8370;229394;20
Bezoekerscentrum Doornpanne;8670;222117;20
Brasserie Carrousel (Hotel Cosmopolite);8620;225295;20
Belle Epoque Centrum;8370;224518;20
Strandjutter;8300;219749;20
Tearoom Aan Zee;8660;229392;20
Grand Café au Lilas Blanc;8301;227200;20
Arentshuis;8000;211542;20
Taverne On the Beach (Casino Middelkerke);8430;224810;20
Toeristisch infopunt Vilvoorde;1800;220650;20
Toerisme De Panne;8660;229360;20
De bibliotheektoren van Leuven;3000;210814;20
Toerisme Oostende;8400;224638;20
Bezoekerscentrum Doornpanne;8670;220429;20
Strandrolstoel;8370;220694;20
Grand Café au Lilas Blanc;8301;229380;20
Glacier Vincent;8370;228525;20
Restaurant Maria van Bourgondië;8000;211564;20
Cafetaria De Lenspolder (kinderboerderij);8620;228267;20
Restaurant Brasserie Tearoom Beach;8300;219621;20
Zuivelmuseum;8370;226066;20
Bellewaerde;8902;385202;20
Rolstoelfietsen;8200;212267;20
Minnewater;8000;211702;20
Restaurant Brasserie Tearoom Beach;8300;229394;20
Stadhuis Leuven;3000;210807;20
Domeinbos Heverleebos + Meerdaalwoud;3050;346162;20
Sint-Niklaaskerk;8957;228605;20
Verhuur handbikes To Walk Again;2200;219430;20
Toerisme Tongeren;3700;381959;20
Gruuthusemuseum;8000;211617;20
Les Zéphyrs;8434;224209;20
Zwembad Ter Polder;8450;220403;20
Brouwerij Gulden Spoor;8560;240660;20
Openluchtmuseum Bokrijk;3600;261635;20
(elektrische) Strandjutter;8670;224810;20
Restaurant - Tearoom De Markt;8620;222136;20
Toerisme Middelkerke;8430;226271;20
De Heeren van Liedekercke;9470;228671;20
Brasserie De Groene Hendrickx;3500;223296;20
DvT Waregem;8790;222044;20
Sealife Center Belgium;8370;229395;20
Red Star Line Museum;2000;211131;20
DvT Koekelare;8680;385202;20
Eet-praatcafé De Smidse;8430;219794;20
Begijnhof Lier;2500;218970;20
Ravelingen - Den Ensor;8400;228421;20
Museum aan de IJzer;8600;224193;20
Duinpanne;8660;227447;20
Toerisme Brugge (Zeedijk);8380;211599;20
Tearoom M due;8450;226357;20
Bezoekerscentrum Bulskampveld;8730;229389;20
Zwembad- en saunacomplex Sport Vlaanderen;8370;227206;20
Brasserie Stadspark;2300;219062;20
Sint-Janshospitaal (Memlingmuseum);8000;211733;20
Provinciaal Domein Sterrebos;8800;225635;20
Toerisme De Haan - Centrum;8420;324928;20
Dienst Toerisme Koksijde-Oostduinkerke;8670;229394;20
Red Star Line Museum;2000;211666;20
Cafetaria De Lenspolder (kinderboerderij);8620;227150;20
Zwin Natuur Park;8300;220413;20
Eet-praatcafé De Smidse;8430;226125;20
Tearoom M due;8450;226370;20
Toerisme Dendermonde;9200;224507;20
Duinpanne;8660;222952;20
Sealife Center Belgium;8370;227146;20
Het Waterhuis aan de Bierkant;9000;211133;20
Restaurant - Tearoom De Markt;8620;224209;20
Tandem (Toerisme Hamme);9220;225592;20
Polymnia;1850;223137;20
Dienst Toerisme Veurne;8630;224801;20
Museum Hof van Busleyden;2800;210799;20
Rolstoelfietsen (Hamont-Achel);3930;227797;20
Cozmix;8200;211609;20
Duofiets huren bij de Bottelarij;3832;224075;20
Polymnia;1850;223984;20
Toerisme De Haan - Centrum;8420;227288;20
Duinpanne;8660;228820;20
Toerisme Ronse - Hoge Mote belevingscentrum;9600;220584;20
Sint-Janshospitaal (Memlingmuseum);8000;211545;20
Restaurant De Kombuis;8380;222890;20
Bistro De Markt;8370;229629;20
Duinpanne;8660;227135;20
Groentemuseum 't Grom;2860;219140;20
Strandrolstoel;8370;228997;20
Infokantoor Markt (Historium);8000;211574;20
Toerisme De Haan - Infokantoor Vosseslag;8420;224810;20
Strandbuggy en -rolstoel;8400;224672;20
Loopgravensite Bayernwald;8950;226873;20
Grand Café au Lilas Blanc;8301;227135;20
Restaurant Blue Lobster;8380;228705;20
Zoethout;3830;222541;20
Toerisme De Panne;8660;228679;20
Fluisterboten - Maascentrum De Wissen;3650;223074;20
Toerisme Brasschaat;2930;219598;20
Guynemer Monument;8920;221955;20
Restaurant-Taverne Tijdok;8380;223345;20
Basiliek van het Heilig Bloed;8000;211551;20
het MOT;1850;228617;20
Stadsmuseum 't Schippershof;8930;226653;20
Restaurant Brasserie Tearoom Beach;8300;227200;20
Maagdenhuismuseum;2000;211987;20
Tearoom Riviera;8430;223963;20
Bistro De Markt;8370;225053;20
Heemkundig Museum Turkeyenhof;8450;221616;20
Restaurant Bistreau;8450;223890;20
(elektrische) Strandjutter;8670;220930;20
Toerisme Ronse - Hoge Mote belevingscentrum;9600;222456;20
Ravelingen - De Wandelaar;8400;227937;20
Restaurant Blue Lobster;8380;223085;20
(elektrische) Strandjutter;8670;222232;20
het MOT;1850;222953;20
Toerisme De Panne;8660;221343;20
Site John McCrae - Essex Farm Cemetery;8900;224406;20
Tearoom M due;8450;227206;20
Zwin Natuur Park;8300;229394;20
Sint-Janshospitaal;8000;211610;20
Rubenshuis;2000;211427;20
De Karper;9870;275352;20
Nationaal Tabaksmuseum;8940;229213;20
Stedelijk zwembad;8620;226617;20
Bezoekerscentrum Boekhoute;9961;224558;20
Rubenshuis;2000;211425;20
Toerisme Wetteren - verhuur tandem;9230;226081;20
Polymnia;1850;314500;20
Stedelijk zwembad;8620;229463;20
Amu;2300;219338;20
Belfort Foodbar;9000;211454;20
Herisemmolen;1652;223984;20
Brouwerij Rodenbach;8800;228880;20
Strandrolstoel;8370;224724;20
Toerisme Knokke-Heist;8300;226383;20
Brasserie De Groene Hendrickx;3500;224639;20
MoMu - Modemuseum Antwerpen;2000;298528;20
Toerisme Sint-Katelijne-Waver;2860;219177;20
Restaurant-Taverne Tijdok;8380;227447;20
Poelcapelle British Cemetery;8920;227874;20
Gruuthusemuseum;8000;211615;20
Menenpoort;8900;227253;20
Graslei & Korenlei;9000;211135;20
Basiliek van het Heilig Bloed;8000;211676;20
Site John McCrae - Essex Farm Cemetery;8900;220048;20
Coxyde Military Cemetery;8670;220631;20
Cafetaria De Lenspolder (kinderboerderij);8620;228705;20
ModeMuseum Antwerpen - MoMu;2000;212271;20
Provinciaal Domein De Gavers;8530;225999;20
Belgische Militaire Begraafplaats Westvleteren;8640;223692;20
VZW Werkplus Maatwerk / Veloods Fietsenverhuur;8790;221270;20
APB Provinciaal Recreatiedomein Zilvermeer;2400;218963;20
Restaurant Blue Lobster;8380;381218;20
The Jane;2018;211108;20
Carcasse;8670;225295;20
Zwembad- en saunacomplex Sport Vlaanderen;8370;229382;20
Bruges Beer Museum;8000;211561;20
Strandjutter;8430;229394;20
Toerisme Brugge (Zeedijk);8380;211554;20
Transfo;8550;219965;20
Site John McCrae - Essex Farm Cemetery;8900;219920;20
Bistro De Markt;8370;357397;20
Abdijmuseum Ten Duinen ;8670;222890;20
Zuivelmuseum;8370;228269;20
Site Oud Sint-Jan;8000;211561;20
Cafetaria De Lenspolder (kinderboerderij);8620;379090;20
Zuivelmuseum;8370;228812;20
Toerisme Baarle-Hertog-Nassau;2387;219510;20
Recreatiedomein Grasduinen;8450;223202;20
Site Oud Sint-Jan;8000;211602;20
Provinciedomein Raversyde;8400;228074;20
Tearoom M due;8450;220413;20
Sealife Center Belgium;8370;219922;20
Tearoom Désiré de Lille;2000;211845;20
Restaurant Venitien;8370;357397;20
Stedelijk zwembad;8620;227913;20
Vladslo Duits Militair Kerkhof (Praatbos);8600;225977;20
Toerisme Sint-Niklaas;9100;335489;20
MoMu - Modemuseum Antwerpen;2000;380418;20
AfricaMuseum;3080;227387;20
Strandbuggy en -rolstoel;8400;220631;20
De Karper;9870;226220;20
Serpentarium;8370;227292;20
Brouwerijbezoek De Kroon;3040;223984;20
Pakawi Park;2491;219435;20
Domeinbos Heverleebos + Meerdaalwoud;3050;212540;20
Strandrolstoel en tandems;8670;222232;20
Toerisme Brugge (Zeedijk);8380;211610;20
Zwembad- en saunacomplex Sport Vlaanderen;8370;219729;20
Gallo-Romeins Museum Tongeren;3700;381959;20
Vayamundo De Kinkhoorn & Ravelingen;8400;224209;20
Domein Kattevennen;3600;225701;20
Dienst Toerisme Veurne;8630;223152;20
Ravelingen - De Wandelaar;8400;227206;20
Nationaal Tabaksmuseum;8940;229080;20
Frietmuseum;8000;211595;20
De Vlaamse-Ardennenkoets;9772;229367;20
Grand Café au Lilas Blanc;8301;220631;20
Het Huis van Alijn;9000;211174;20
Recreatiedomein Grasduinen;8450;221606;20
Arentshuis;8000;211730;20
Café De Republiek;8000;211542;20
Duofiets huren bij de Bottelarij;3832;226791;20
Verhuur aangepaste fietsen en rolstoelen – Provinciaal Domein Puyenbroeck;9185;220093;20
Belle Epoque Centrum;8370;224287;20
Brasserie Marcel;8370;226767;20
Restaurant 	Verdi;8000;211565;20
Jenevermuseum;3500;229433;20
Paul Delvauxmuseum;8670;225254;20
’t Ankertje aan de Dijle;2800;211319;20
Tearoom Désiré de Lille;2000;211315;20
Hotel Dennenhof - restaurant;2930;219460;20
Sealife Center Belgium;8370;229394;20
Provinciaal Groendomein De Averegten;2220;219018;20
Maagdenhuismuseum;2000;275410;20
Eet-praatcafé De Smidse;8430;225056;20
Wandelen met alpaca's;9660;383439;20
Provinciedomein Raversyde;8400;228436;20
Provinciaal Domein Sterrebos;8800;240660;20
Sel Gris;8301;224166;20
Museum Dr. Guislain;9000;211346;20
Sealife Center Belgium;8370;223485;20
Restaurant Blue Lobster;8380;220560;20
Bezoekerscentrum De Lambiek;1652;226833;20
Brasserie Entourage;8400;228565;20
Strandjutter;8300;228778;20
Strandbuggy en -rolstoel;8400;220560;20
Abdijmuseum Ten Duinen ;8670;227937;20
(elektrische) Strandjutter;8670;378913;20
Toerisme Hasselt;3500;377960;20
Coxyde Military Cemetery;8670;228267;20
Restaurant Brasserie Tearoom Beach;8300;220413;20
Onze-Lieve-Vrouwekerk;8000;211605;20
Middelheimmuseum;2020;211406;20
Centrum Ronde van Vlaanderen - Belevingsmuseum;9700;226415;20
Wombat bij Corsendonk De Linde;2470;219559;20
Stadsmuseum 't Schippershof;8930;222784;20
Toerisme Middelkerke;8430;229474;20
Stadhuis Leuven;3000;210767;20
NAVIGO-Nationaal Visserijmuseum;8670;219621;20
Eet-praatcafé De Smidse;8430;225053;20
Restaurant De Kombuis;8380;229390;20
Museum Sashuis;2830;228671;20
Toerisme Knokke-Heist;8300;227374;20
Kattevennen-Cosmodrome vzw;3600;224779;20
Coxyde Military Cemetery;8670;220689;20
Mijnmuseum Beringen;3582;221890;20
Restaurant-Taverne Tijdok;8380;228426;20
Bezoekerscentrum De Lambiek;1652;221636;20
Tearoom - Eetcafé De Bretoen;8000;211599;20
Suske en Wiske Museum;2920;219079;20
Toerisme Knokke-Heist;8300;261132;20
Bistro Moby Dick;8400;227146;20
Westfront;8620;220969;20
Provinciaal Groendomein De Averegten;2220;219555;20
Bistro Moby Dick;8400;379090;20
Executieplaats / Dodencellen;8970;227273;20
Vayamundo De Kinkhoorn & Ravelingen;8400;229385;20
Sint-Niklaaskerk;9000;211725;20
Grand Café au Lilas Blanc;8301;228305;20
Maritiem Themapark Seafront;8380;211580;20
Heemkundig Museum Turkeyenhof;8450;222504;20
Taverne On the Beach (Casino Middelkerke);8430;227200;20
Snijders&Rockoxhuis;2000;211131;20
Stadhuis Antwerpen;2000;211073;20
Wielingenbad;8420;228366;20
Taverne Seastar Terminal;8620;229391;20
Abdijmuseum Ten Duinen ;8670;226370;20
Sint-Niklaaskerk;9000;211342;20
Bike Corner - verhuur tandems en elektrische fietsen;9800;221682;20
Restaurant Bistreau;8450;227206;20
Kemmelberg - Monument aux Soldats Français (Den Engel);8950;224599;20
Artillery Wood Cemetery;8904;223692;20
Kasteel Wijnendale;8820;228474;20
Sint-Carolus Borromeuskerk;2000;211092;20
La Belle;2440;218992;20
Recreatiedomein Grasduinen;8450;228267;20
Snijders&Rockoxhuis;2000;382864;20
Toerisme Kasterlee;2460;218974;20
Kelderman;9300;226081;20
Connecterra;3630;228275;20
Toerisme De Haan - Centrum;8420;229371;20
Volkssterrenwacht MIRA;1850;221169;20
Tearoom Désiré de Lille;2000;211123;20
Charles Dresse Monument;8920;219787;20
Recreatiedomein Grasduinen;8450;224638;20
strandbuggy's;8400;222040;20
Strandbuggy en -rolstoel;8400;221616;20
Bistro De Markt;8370;228525;20
Tearoom - Eetcafé De Bretoen;8000;211615;20
Stedelijk zwembad;8620;223202;20
Restaurant Zeepaardje;8370;263796;20
Restaurant Maria van Bourgondië;8000;211562;20
Ravelingen - Den Ensor;8400;223883;20
Bezoekerscentrum Doornpanne;8670;222232;20
Tearoom Aan Zee;8660;220363;20
Site Oud Sint-Jan;8000;211665;20
Zoo Antwerpen;2018;211316;20
Carcasse;8670;219729;20
De Vroente, Vlaams Kennis- en Vormingscentrum voor Natuur en Milieu;2920;219331;20
Herisemmolen;1652;225386;20
Grand Café au Lilas Blanc;8301;226066;20
Coxyde Military Cemetery;8670;223464;20
Toerisme Ieper;8900;229470;20
Recreatiedomein Grasduinen;8450;221195;20
Fort Napoleon;8400;226693;20
Marktplein Brugge;8000;211615;20
Belgische Militaire Begraafplaats Oeren;8690;224193;20
Memorial Museum Passchendaele 1917;8980;379092;20
Les Zéphyrs;8434;227200;20
Floris;8200;211729;20
Kemmelberg - Monument aux Soldats Français (Den Engel);8950;221408;20
Dodengang;8600;229396;20
Fort Napoleon;8400;227393;20
Provinciaal Groendomein Hertberg;2230;219319;20
Visit Mechelen;2800;211875;20
Strandjutter;8430;219729;20
Restaurant De Mirage;8660;221596;20
Fietsparadijs Limburg;3500;302381;20
Zwembad Hoge Blekker;8670;212541;20
Fort Napoleon;8400;229140;20
Serpentarium;8370;220354;20
Het Lijsternest: Streuvelshuis & schrijversresidentie;8570;224228;20
Wombat bij Corsendonk De Linde;2470;380235;20
Strandjutter;8300;221323;20
Toerisme Oostende;8400;225823;20
Restaurant Zeepaardje;8370;224847;20
Grand Café au Lilas Blanc;8301;227142;20
NAVIGO-Nationaal Visserijmuseum;8670;225763;20
Brouwerij Omer Vander Ghinste;8510;229118;20
Toerisme De Panne;8660;223883;20
Bijenteeltmuseum;2920;219352;20
Zwembad Ter Polder;8450;226767;20
Cafetaria De Lenspolder (kinderboerderij);8620;227633;20
Restaurant De Mirage;8660;382345;20
Bezoekerscentrum Doornpanne;8670;378812;20
De Karper;9870;224590;20
Restaurant Brasserie Tearoom Beach;8300;227913;20
Brouwerij Gulden Spoor;8560;225535;20
Taverne Seastar Terminal;8620;219729;20
Kantcentrum;8000;211575;20
Amu;2300;219477;20
Zwin Natuur Park;8300;228098;20
Eet-praatcafé De Smidse;8430;325233;20
Toeristisch bezoekerscentrum De Warandepoort;3080;221220;20
Provinciaal Groendomein De Averegten;2220;219025;20
Paul Delvauxmuseum;8670;221616;20
Belfort Brugge;8000;211551;20
Strandrolstoel;8660;228778;20
Jenevermuseum;3500;224993;20
strandbuggy's;8400;226357;20
Menenpoort;8900;225977;20
Sint-Salvatorskathedraal;8000;264776;20
Kelderman;9300;221681;20
Brasserie Marcel;8370;212541;20
Bistro De Markt;8370;220104;20
Restaurant Aazaert;8370;223085;20
Restaurant - Tearoom De Markt;8620;345862;20
Belle Epoque Centrum;8370;228857;20
Restaurant Blue Lobster;8380;219811;20
Station As;3665;261635;20
Standbeeld den Uil;2800;261195;20
VZW Werkplus Maatwerk / Veloods Fietsenverhuur;8790;222265;20
Brasserie Cinq Annoo;8301;229376;20
Restaurant-Taverne Tijdok;8380;223168;20
Basiliek van het Heilig Bloed;8000;382322;20
Paul Delvauxmuseum;8670;229383;20
Huisbrouwerij De Halve Maan;8000;211576;20
Taverne On the Beach (Casino Middelkerke);8430;228705;20
Belfort Foodbar;9000;210764;20
Restaurant Comilfo;8620;226767;20
Serpentarium;8370;225823;20
Infopunt Visit Blankenberge;8370;222232;20
Boury;8800;224405;20
De Wereld van Kina: het Huis;9000;211468;20
Abdijmuseum Ten Duinen ;8670;229377;20
Restaurant-Taverne Tijdok;8380;224810;20
Vayamundo De Kinkhoorn & Ravelingen;8400;225077;20
Paul Delvauxmuseum;8670;226693;20
Sint-Romboutstoren;2800;211995;20
Strandrolstoel en tandems;8670;219837;20
Restaurant Zeepaardje;8370;220509;20
(elektrische) Strandjutter;8670;221132;20
Briljante Kempen;2560;219510;20
Strandrolstoel;8370;228715;20
